,county_name,latitude,longitude,flag
594,St Johns Park,-33.8816667,150.9011111,1
595,St Leonards,-33.8225666,151.1923402,1
596,St Marys,-33.7650204,150.7677778,1
597,St Peters,-33.9159472,151.176332,1
598,Stanhope Gardens,-33.710284,150.9258277,1
599,Stanmore,-33.8936689,151.1656456,1
600,Strathfield,-33.8791285,151.0811758,1
601,Strathfield South,-33.8966667,151.0788889,1
602,Summer Hill,-33.8933952,151.1368729,1
603,Surry Hills,-33.8845123,151.2100301,1
604,Sutherland,-34.0312587,151.0567639,1
605,Sydenham,-33.9147428,151.1661069,1
606,Sydney Olympic Park,-33.842903,151.072535,1
607,Sylvania,-34.0141205,151.0988161,1
608,Sylvania Waters,-34.0185844,151.11228,1
609,Tamarama,-33.8987452,151.2710753,1
610,Taren Point,-34.0200181,151.1226751,1
611,Telopea,-33.7939218,151.0409442,1
612,Tempe,-33.9247552,151.1647529,1
613,Tennyson,-33.5316667,150.7344444,1
614,Tennyson Point,-33.8313822,151.116944,1
615,Terrey Hills,-33.6918185,151.2205908,1
616,The Ponds,-33.7066667,150.9091667,1
617,The Rocks,-33.859992,151.2083216,1
618,The Slopes,-33.5342749,150.7041667,1
619,Thornleigh,-33.7236616,151.0809407,1
620,Toongabbie,-33.7866894,150.9526498,1
621,Tregear,-33.7486957,150.7957569,1
622,Turramurra,-33.7354346,151.1300645,1
623,Turrella,-33.9302706,151.1409234,1
624,Ultimo,-33.8794728,151.1984346,1
625,Varroville,-34.0066667,150.8177778,1
626,Vaucluse,-33.8558564,151.2761018,1
627,Villawood,-33.8857243,150.9837511,1
628,Vineyard,-33.6483333,150.8677778,1
629,Voyager Point,-33.9586149,150.9738889,1
630,Wahroonga,-33.720367,151.1142463,1
631,Waitara,-33.7094453,151.1055581,1
632,Wakeley,-33.8736111,150.9086111,1
633,Wallacia,-33.8653337,150.6409771,1
634,Wareemba,-33.8575001,151.1319513,1
635,Warrawee,-33.7279732,151.1232279,1
636,Warriewood,-33.690306,151.2942716,1
637,Warwick Farm,-33.915,150.9344444,1
638,Waterfall,-34.1347694,150.9931332,1
639,Waterloo,-33.9002762,151.2073137,1
640,Watsons Bay,-33.8432736,151.2825736,1
641,Wattle Grove,-33.9564013,150.9405862,1
642,Waverley,-33.9019365,151.2558816,1
643,Waverton,-33.8383333,151.1986892,1
644,Wedderburn,-34.1483333,150.8177778,1
645,Wentworth Point,-33.8268958,151.0774351,1
646,Wentworthville,-33.8066667,150.9677778,1
647,Werrington,-33.758666,150.7579617,1
648,Werrington County,-33.7469444,150.7486111,1
649,Werrington Downs,-33.7413889,150.7322222,1
650,West Hoxton,-33.9316667,150.8344444,1
651,West Killara,-33.7660606,151.1601121,1
652,West Lindfield,-33.7802907,151.1595848,1
653,West Pennant Hills,-33.7478359,151.0350621,1
654,West Pymble,-33.7646844,151.1318993,1
655,West Ryde,-33.8094444,151.0858333,1
656,Westleigh,-33.715,151.0677778,1
657,Westmead,-33.8076498,150.9877265,1
658,Wetherill Park,-33.8483333,150.9011111,1
659,Whalan,-33.7566667,150.8094444,1
660,Whale Beach,-33.6096795,151.3309449,1
661,Wheeler Heights,-33.7286867,151.2806965,1
662,Wilberforce,-33.5566667,150.8344444,1
663,Wiley Park,-33.9230556,151.0677778,1
664,Willmot,-33.7247222,150.7938889,1
665,Willoughby,-33.8063889,151.2002778,1
666,Willoughby East,-33.7991667,151.2061111,1
667,Windsor,-33.6055342,150.821953,1
668,Windsor Downs,-33.6566667,150.8094444,1
669,Winston Hills,-33.7761098,150.9816606,1
670,Wisemans Ferry,-33.3852776,150.9868024,1
671,Wolli Creek,-33.9310296,151.1243159,1
672,Wollstonecraft,-33.8332039,151.1959273,1
673,Woodbine,-34.0468369,150.8242711,1
674,Woodcroft,-33.7586111,150.8783333,1
675,Woodpark,-33.8413833,150.9602776,1
676,Woollahra,-33.8857968,151.2440867,1
677,Woolloomooloo,-33.8718758,151.2192218,1
678,Woolooware,-34.0448411,151.1401717,1
679,Woolwich,-33.8401988,151.1710614,1
680,Woronora,-34.1164957,150.9522795,1
681,Woronora Heights,-34.034387,151.027167,1
682,Yagoona,-33.9037907,151.0176677,1
683,Yarramundi,-33.6318172,150.6679956,1
684,Yarrawarrah,-34.056681,151.0308884,1
685,Yennora,-33.8620079,150.9686096,1
686,Yowie Bay,-34.0502778,151.1033333,1
687,Zetland,-33.9076623,151.2082183,1
